# Cities,Seed,Running time (sec.),Cost of best tour found (*=optimal),Max # of stored states at a given time,# of BSSF updates,Total # of states created,Total # of states pruned
178,1,1.4589369297027588,53494,,1,,
179,1,1.4815349578857422,49990,,1,,
180,1,1.508674144744873,49349,,1,,
181,1,1.5225348472595215,50554,,1,,
182,1,1.5535471439361572,50634,,1,,
183,1,1.5769751071929932,52747,,1,,
184,1,1.6211419105529785,52701,,1,,
185,1,1.6364929676055908,52395,,1,,
186,1,1.6643681526184082,51094,,1,,
187,1,1.6988458633422852,50412,,1,,
188,1,1.7160470485687256,54427,,1,,
189,1,1.7305610179901123,53592,,1,,
190,1,1.751175880432129,53024,,1,,
191,1,1.7805991172790527,53903,,1,,
192,1,1.8283028602600098,52434,,1,,
193,1,1.8707168102264404,57141,,1,,
194,1,1.9078760147094727,55288,,1,,
195,1,1.9169001579284668,54675,,1,,
196,1,1.9382379055023193,53752,,1,,
197,1,1.986983060836792,53695,,1,,
198,1,1.9966309070587158,53154,,1,,
199,1,2.0304319858551025,55141,,1,,
200,1,2.051274061203003,54039,,1,,
